x,y,time,label
1530,262,1770701892.5514069,human
1529,262,1770701892.5645945,human
1529,263,1770701892.570693,human
1529,263,1770701892.577681,human
1529,263,1770701892.5974045,human
1528,263,1770701892.6044464,human
1528,264,1770701892.6239572,human
1527,264,1770701892.6298358,human
1527,265,1770701892.6495688,human
1527,266,1770701892.6763556,human
1527,267,1770701892.6893473,human
1527,268,1770701892.7289774,human
1526,272,1770701893.4729223,human
1526,279,1770701893.4782095,human
1524,288,1770701893.4847322,human
1523,296,1770701893.4915638,human
1521,304,1770701893.497963,human
1520,311,1770701893.5045197,human
1519,318,1770701893.5119677,human
1519,321,1770701893.5177023,human
1518,325,1770701893.5250385,human
1518,330,1770701893.5311449,human
1517,334,1770701893.5377736,human
1517,339,1770701893.5442212,human
1517,343,1770701893.5508137,human
1516,346,1770701893.5577226,human
1516,349,1770701893.5639923,human
1515,353,1770701893.5706532,human
1515,360,1770701893.576872,human
1515,364,1770701893.5834413,human
1515,368,1770701893.590603,human
1515,370,1770701893.5968733,human
1515,375,1770701893.6036105,human
1515,378,1770701893.609878,human
1515,382,1770701893.61691,human
1515,384,1770701893.623081,human
1515,387,1770701893.630144,human
1515,390,1770701893.6362648,human
1515,393,1770701893.6428506,human
1515,398,1770701893.6496449,human
1515,401,1770701893.6563072,human
1515,405,1770701893.662704,human
1515,409,1770701893.669611,human
1515,412,1770701893.6757627,human
1515,416,1770701893.6826408,human
1515,419,1770701893.6891825,human
1515,421,1770701893.695851,human
1515,425,1770701893.7021518,human
1516,427,1770701893.7094638,human
1516,430,1770701893.7154732,human
1516,433,1770701893.721861,human
1516,436,1770701893.7283916,human
1517,440,1770701893.7350693,human
1517,442,1770701893.741886,human
1517,445,1770701893.748267,human
1517,449,1770701893.7547092,human
1518,453,1770701893.761362,human
1518,456,1770701893.7680495,human
1518,459,1770701893.7749546,human
1518,463,1770701893.781188,human
1519,466,1770701893.7876644,human
1519,468,1770701893.7942398,human
1519,472,1770701893.8006597,human
1519,474,1770701893.8078756,human
1519,476,1770701893.8143034,human
1520,477,1770701893.8207045,human
1520,478,1770701893.827142,human
1520,480,1770701893.8337297,human
1520,481,1770701893.8405924,human
1520,482,1770701893.846574,human
1520,484,1770701893.8534775,human
1520,485,1770701893.8603168,human
1520,485,1770701893.8665347,human
1520,487,1770701893.8734276,human
1520,488,1770701893.8797848,human
1520,488,1770701893.886577,human
1520,489,1770701893.8928542,human
1520,490,1770701893.8991501,human
1520,490,1770701893.9127085,human
1520,491,1770701893.9395008,human
1520,492,1770701893.9722807,human
1514,499,1770701894.6093888,human
1506,507,1770701894.6158059,human
1497,516,1770701894.6227672,human
1489,524,1770701894.6291277,human
1484,533,1770701894.6357217,human
1477,544,1770701894.6421618,human
1470,556,1770701894.649032,human
1467,567,1770701894.6555579,human
1462,580,1770701894.6620653,human
1460,592,1770701894.6689367,human
1457,606,1770701894.675808,human
1456,616,1770701894.681866,human
1456,628,1770701894.688348,human
1456,638,1770701894.6948762,human
1456,646,1770701894.7016141,human
1456,656,1770701894.7080383,human
1456,666,1770701894.7145572,human
1457,676,1770701894.7212152,human
1457,683,1770701894.727815,human
1459,690,1770701894.7342956,human
1460,696,1770701894.7409093,human
1461,703,1770701894.7476795,human
1461,706,1770701894.7540855,human
1462,709,1770701894.7606425,human
1463,711,1770701894.7676244,human
1463,712,1770701894.7737644,human
1463,714,1770701894.7803786,human
1463,716,1770701894.787135,human
1464,716,1770701894.7934172,human
1465,718,1770701894.8000796,human
1466,720,1770701894.8066232,human
1467,721,1770701894.8132362,human
1469,721,1770701894.819931,human
1470,723,1770701894.8264022,human
1472,724,1770701894.8331633,human
1475,726,1770701894.8396356,human
1476,727,1770701894.8459032,human
1479,729,1770701894.852624,human
1482,731,1770701894.8590658,human
1486,731,1770701894.865888,human
1487,732,1770701894.8727593,human
1488,733,1770701895.2546077,human
1489,733,1770701895.2609878,human
1490,734,1770701895.274251,human
1490,734,1770701895.280097,human
1491,734,1770701895.2935634,human
1491,735,1770701895.3206282,human
1492,735,1770701895.3263445,human
1492,736,1770701895.3397348,human
1492,737,1770701895.3593733,human
1491,737,1770701895.3662238,human
1490,738,1770701895.372566,human
1487,739,1770701895.3793907,human
1483,742,1770701895.385681,human
1477,746,1770701895.391911,human
1471,748,1770701895.3991828,human
1464,752,1770701895.4056668,human
1457,754,1770701895.412016,human
1451,755,1770701895.4187725,human
1444,757,1770701895.4251468,human
1435,759,1770701895.4319735,human
1428,760,1770701895.4386268,human
1423,761,1770701895.4449432,human
1416,762,1770701895.4518096,human
1411,762,1770701895.4580228,human
1407,763,1770701895.4651334,human
1403,763,1770701895.4710162,human
1401,763,1770701895.477665,human
1397,764,1770701895.4845552,human
1395,764,1770701895.491007,human
1394,764,1770701895.497626,human
1392,764,1770701895.5042381,human
1391,764,1770701895.5104604,human
1391,764,1770701895.5173244,human
1390,764,1770701895.530698,human
1390,764,1770701895.5697904,human
1390,764,1770701895.6225026,human
1390,763,1770701895.6495547,human
1391,763,1770701895.6688564,human
1392,763,1770701895.688894,human
1392,762,1770701895.6946495,human
1392,762,1770701895.7013164,human
1393,762,1770701895.714908,human
1395,762,1770701895.7208729,human
1396,762,1770701895.7279615,human
1399,762,1770701895.7342036,human
1402,763,1770701895.7410932,human
1405,765,1770701895.7474566,human
1408,766,1770701895.7539387,human
1411,768,1770701895.7605822,human
1414,769,1770701895.76736,human
1418,773,1770701895.7749524,human
1421,777,1770701895.7806058,human
1423,781,1770701895.7870586,human
1427,785,1770701895.7932336,human
1429,789,1770701895.8003063,human
1431,795,1770701895.8068244,human
1432,802,1770701895.8132026,human
1433,808,1770701895.8202426,human
1434,813,1770701895.8260593,human
1434,821,1770701895.8331547,human
1434,828,1770701895.8396807,human
1432,839,1770701895.846168,human
1429,852,1770701895.8527732,human
1424,863,1770701895.8590264,human
1418,872,1770701895.8660436,human
1412,881,1770701895.8727882,human
1405,889,1770701895.8792932,human
1396,897,1770701895.885839,human
1385,905,1770701895.8917568,human
1376,912,1770701895.8984153,human
1365,917,1770701895.9056025,human
1353,922,1770701895.9121125,human
1341,928,1770701895.9187055,human
1328,930,1770701895.9257455,human
1316,932,1770701895.932038,human
1302,933,1770701895.9381359,human
1292,933,1770701895.9447086,human
1281,933,1770701895.951607,human
1270,931,1770701895.9581366,human
1260,926,1770701895.9649456,human
1246,922,1770701895.971284,human
1235,917,1770701895.9776871,human
1223,911,1770701895.9843419,human
1216,906,1770701895.990912,human
1209,900,1770701895.9977667,human
1205,896,1770701896.0043085,human
1201,892,1770701896.0107234,human
1199,891,1770701896.016788,human
1197,889,1770701896.0236106,human
1196,887,1770701896.030656,human
1195,886,1770701896.0372615,human
1195,886,1770701896.0431654,human
1195,885,1770701896.0500383,human
1195,884,1770701896.0565603,human
1195,884,1770701896.0635066,human
1195,882,1770701896.0700839,human
1196,880,1770701896.0762117,human
1199,877,1770701896.0830681,human
1202,876,1770701896.0898519,human
1210,872,1770701896.0963094,human
1217,868,1770701896.102808,human
1226,866,1770701896.1090648,human
1236,863,1770701896.1160746,human
1245,862,1770701896.1225488,human
1253,862,1770701896.128758,human
1264,862,1770701896.135677,human
1269,863,1770701896.1416745,human
1275,866,1770701896.148877,human
1282,868,1770701896.1554053,human
1288,872,1770701896.1620693,human
1292,875,1770701896.1684678,human
1295,878,1770701896.1746893,human
1300,884,1770701896.1818132,human
1302,888,1770701896.1879988,human
1304,892,1770701896.1946259,human
1305,896,1770701896.2012432,human
1306,903,1770701896.2079175,human
1307,910,1770701896.2145493,human
1307,915,1770701896.220787,human
1307,920,1770701896.227267,human
1307,927,1770701896.2337577,human
1306,933,1770701896.2409341,human
1305,938,1770701896.2475135,human
1303,944,1770701896.254065,human
1300,949,1770701896.26022,human
1300,952,1770701896.266881,human
1298,954,1770701896.2737596,human
1298,956,1770701896.2803297,human
1297,957,1770701896.2869277,human
1296,958,1770701896.293138,human
1296,959,1770701896.2997432,human
1295,959,1770701896.3066702,human
1295,958,1770701896.333884,human
1295,954,1770701896.3390782,human
1298,946,1770701896.3461676,human
1302,937,1770701896.3526762,human
1306,925,1770701896.3587124,human
1311,914,1770701896.3657374,human
1316,903,1770701896.3724818,human
1322,890,1770701896.3788977,human
1331,879,1770701896.3857543,human
1338,869,1770701896.3916433,human
1346,859,1770701896.3988693,human
1352,851,1770701896.4053273,human
1360,845,1770701896.4120374,human
1366,840,1770701896.4187267,human
1372,834,1770701896.4249773,human
1376,832,1770701896.4317598,human
1380,831,1770701896.4383748,human
1384,828,1770701896.4449751,human
1387,828,1770701896.4515545,human
1390,827,1770701896.458031,human
1393,827,1770701896.4645138,human
1394,827,1770701896.4708343,human
1397,827,1770701896.4777076,human
1398,827,1770701896.4843318,human
1399,827,1770701896.4909458,human
1400,827,1770701896.497526,human
1401,827,1770701896.503931,human
1401,827,1770701896.517213,human
1402,828,1770701896.5241473,human
1402,829,1770701896.530067,human
1403,831,1770701896.5367074,human
1403,833,1770701896.5432892,human
1403,835,1770701896.550236,human
1403,838,1770701896.556812,human
1403,842,1770701896.5632298,human
1403,844,1770701896.569884,human
1401,847,1770701896.5761092,human
1400,850,1770701896.5832262,human
1398,853,1770701896.5894072,human
1394,857,1770701896.5966315,human
1392,859,1770701896.6027362,human
1389,861,1770701896.609081,human
1387,863,1770701896.6159585,human
1384,863,1770701896.622591,human
1381,864,1770701896.6291595,human
1379,865,1770701896.6356518,human
1376,865,1770701896.641667,human
1374,865,1770701896.6488853,human
1371,865,1770701896.6555123,human
1370,864,1770701896.6620457,human
1367,864,1770701896.6685028,human
1365,862,1770701896.675012,human
1363,860,1770701896.6816664,human
1361,858,1770701896.6878667,human
1360,854,1770701896.6948416,human
1357,850,1770701896.7009916,human
1356,846,1770701896.7080817,human
1355,841,1770701896.7148094,human
1356,834,1770701896.72126,human
1357,827,1770701896.7276387,human
1359,820,1770701896.7341723,human
1363,811,1770701896.740834,human
1367,802,1770701896.7476716,human
1372,794,1770701896.7537804,human
1376,790,1770701896.760075,human
1381,785,1770701896.7671103,human
1387,779,1770701896.7737904,human
1391,777,1770701896.780562,human
1395,775,1770701896.7871013,human
1399,774,1770701896.7929692,human
1402,773,1770701896.800107,human
1405,773,1770701896.8065462,human
1406,773,1770701896.8133342,human
1409,773,1770701896.8198614,human
1410,773,1770701896.8262281,human
1411,773,1770701896.8328257,human
1413,773,1770701896.8396952,human
1414,773,1770701896.846066,human
1415,773,1770701896.8526838,human
1416,773,1770701896.8591678,human
1416,774,1770701896.8660085,human
1417,774,1770701896.8787174,human
1418,774,1770701896.8989317,human
1419,774,1770701896.9254277,human
1419,775,1770701896.9511478,human
1420,775,1770701897.0437338,human
1422,775,1770701897.0495052,human
1423,774,1770701897.0565088,human
1427,773,1770701897.0632474,human
1431,773,1770701897.0697634,human
1437,770,1770701897.0760827,human
1442,769,1770701897.0826778,human
1448,767,1770701897.0894325,human
1452,766,1770701897.0959315,human
1454,764,1770701897.1023753,human
1459,761,1770701897.108918,human
1461,760,1770701897.1155956,human
1464,759,1770701897.1223328,human
1466,758,1770701897.1290772,human
1466,758,1770701897.1353948,human
1468,758,1770701897.1416402,human
1468,757,1770701897.1486413,human
1469,757,1770701897.1547582,human
1469,756,1770701897.1619892,human
1469,756,1770701897.464956,human
1469,756,1770701897.4844053,human
1469,757,1770701897.5105355,human
1469,757,1770701897.5500288,human
1469,757,1770701897.6290069,human
1469,757,1770701897.6420283,human
1469,757,1770701897.655153,human
1470,757,1770701897.6747828,human
1470,756,1770701897.6879287,human
1470,755,1770701897.7079883,human
1471,755,1770701897.733991,human
1471,754,1770701897.7475111,human
1471,753,1770701897.7607746,human
1471,753,1770701897.7668784,human
1471,752,1770701897.773685,human
1471,751,1770701897.7801142,human
1472,751,1770701897.7867208,human
1472,750,1770701897.792965,human
1472,750,1770701897.8065577,human
1472,749,1770701897.8192976,human
1472,748,1770701897.839751,human
1472,748,1770701897.8593462,human
1472,746,1770701897.8657973,human
1472,745,1770701897.879006,human
1472,744,1770701897.8854203,human
1472,743,1770701897.8920114,human
1472,742,1770701897.8988664,human
1472,742,1770701897.9119043,human
1472,741,1770701897.9244318,human
1472,740,1770701897.938238,human
1472,740,1770701897.9576607,human
1472,740,1770701898.0369442,human
1471,740,1770701898.0634174,human
1471,740,1770701898.0695806,human
1471,741,1770701898.0956612,human
1470,741,1770701898.1089082,human
1470,741,1770701898.1554527,human
1470,741,1770701898.194926,human
1470,740,1770701898.2150414,human
1470,740,1770701898.234225,human
1470,739,1770701898.2609277,human
1470,738,1770701898.2937112,human
1470,738,1770701898.445106,human
1470,739,1770701898.5567946,human
1470,739,1770701898.6092062,human
1470,740,1770701898.6225128,human
1469,740,1770701898.6290529,human
1469,741,1770701898.6418455,human
1460,752,1770701899.254145,human
1446,767,1770701899.2602365,human
1427,792,1770701899.2668707,human
1410,810,1770701899.2735062,human
1392,827,1770701899.2801242,human
1377,846,1770701899.28673,human
1364,857,1770701899.2930439,human
1353,869,1770701899.3001547,human
1340,879,1770701899.3067987,human
1328,890,1770701899.3129425,human
1313,905,1770701899.3192883,human
1300,915,1770701899.3258336,human
1286,925,1770701899.3324738,human
1275,935,1770701899.3392613,human
1264,944,1770701899.3459237,human
1254,951,1770701899.3526235,human
1243,959,1770701899.3589454,human
1232,964,1770701899.365612,human
1223,969,1770701899.3724248,human
1216,973,1770701899.3788133,human
1207,976,1770701899.3853538,human
1201,978,1770701899.391794,human
1197,981,1770701899.3986506,human
1193,981,1770701899.4052284,human
1192,981,1770701899.4119918,human
1191,981,1770701899.418326,human
1190,981,1770701899.4245625,human
1189,981,1770701899.431542,human
1189,981,1770701899.451551,human
1189,980,1770701899.46437,human
1190,979,1770701899.4776134,human
1191,977,1770701899.4840329,human
1194,973,1770701899.4906273,human
1200,967,1770701899.4974632,human
1206,962,1770701899.5038786,human
1215,954,1770701899.509967,human
1223,948,1770701899.5170891,human
1230,943,1770701899.5238414,human
1239,938,1770701899.5302973,human
1247,933,1770701899.53678,human
1254,929,1770701899.542948,human
1260,927,1770701899.5504842,human
1269,924,1770701899.5560803,human
1274,922,1770701899.5633264,human
1280,921,1770701899.5697794,human
1285,921,1770701899.5759287,human
1289,920,1770701899.5828598,human
1290,920,1770701899.589401,human
1292,920,1770701899.5961094,human
1293,920,1770701899.6025417,human
1294,920,1770701899.6091075,human
1294,920,1770701899.615886,human
1294,920,1770701899.6419659,human
1294,921,1770701899.6557014,human
1294,922,1770701899.668191,human
1294,922,1770701899.6745393,human
1293,923,1770701899.6812236,human
1292,923,1770701899.6880565,human
1292,923,1770701899.701261,human
1292,923,1770701899.734175,human
1292,923,1770701899.7407491,human
1292,922,1770701899.74745,human
1292,920,1770701899.7531817,human
1292,917,1770701899.7600548,human
1295,909,1770701899.7667902,human
1297,902,1770701899.7733977,human
1300,893,1770701899.780124,human
1304,884,1770701899.7862213,human
1310,874,1770701899.7927947,human
1314,863,1770701899.7998443,human
1320,851,1770701899.806038,human
1325,842,1770701899.8126678,human
1329,833,1770701899.8191342,human
1335,824,1770701899.8255084,human
1339,816,1770701899.8326952,human
1343,812,1770701899.839114,human
1348,807,1770701899.8455868,human
1351,802,1770701899.8522751,human
1354,799,1770701899.8583705,human
1359,795,1770701899.8654463,human
1361,793,1770701899.87212,human
1363,791,1770701899.8785944,human
1365,789,1770701899.8849857,human
1367,787,1770701899.8912506,human
1369,785,1770701899.8980305,human
1369,785,1770701899.9046884,human
1370,785,1770701899.9113636,human
1371,785,1770701899.9178247,human
1372,784,1770701899.9243062,human
1372,784,1770701899.9307024,human
1374,783,1770701899.937736,human
1375,783,1770701899.9441953,human
1375,783,1770701899.9504507,human
1377,782,1770701899.9574516,human
1378,781,1770701899.9638648,human
1380,779,1770701899.970685,human
1382,778,1770701899.9771805,human
1384,776,1770701899.9836314,human
1385,776,1770701899.9901416,human
1388,774,1770701899.9967883,human
1391,772,1770701900.0039983,human
1393,770,1770701900.0098264,human
1396,767,1770701900.016814,human
1398,765,1770701900.0229402,human
1399,764,1770701900.0297625,human
1401,763,1770701900.0363286,human
1403,762,1770701900.04268,human
1404,760,1770701900.0495243,human
1405,759,1770701900.0562868,human
1407,759,1770701900.062574,human
1407,758,1770701900.0693865,human
1408,757,1770701900.075575,human
1409,757,1770701900.0823393,human
1410,756,1770701900.0957437,human
1410,756,1770701900.102331,human
1410,755,1770701900.1083114,human
1411,755,1770701900.115313,human
1411,754,1770701900.121783,human
1412,754,1770701900.1283062,human
1413,752,1770701900.1347253,human
1413,752,1770701900.141518,human
1414,751,1770701900.1479387,human
1415,750,1770701900.154682,human
1416,748,1770701900.1610825,human
1417,748,1770701900.167915,human
1419,746,1770701900.174391,human
1421,744,1770701900.1812024,human
1423,743,1770701900.1878645,human
1424,743,1770701900.1941893,human
1425,742,1770701900.2006745,human
1426,741,1770701900.207563,human
1427,740,1770701900.2141786,human
1428,740,1770701900.2204266,human
1429,739,1770701900.2270179,human
1430,739,1770701900.2339864,human
1431,738,1770701900.240458,human
1431,738,1770701900.246907,human
1432,736,1770701900.2534614,human
1433,736,1770701900.2601495,human
1433,735,1770701900.2666414,human
1434,735,1770701900.2733262,human
1437,735,1770701900.279976,human
1437,734,1770701900.2862413,human
1439,734,1770701900.2927647,human
1440,734,1770701900.2995124,human
1441,734,1770701900.3063707,human
1442,734,1770701900.3122628,human
1443,734,1770701900.3195767,human
1445,733,1770701900.3256814,human
1446,733,1770701900.3325572,human
1446,733,1770701900.338958,human
1448,733,1770701900.3459082,human
1449,733,1770701900.3526785,human
1449,733,1770701900.358346,human
1452,733,1770701900.3653874,human
1452,733,1770701900.3717484,human
1453,733,1770701900.3787916,human
1454,733,1770701900.3848796,human
1455,733,1770701900.3913126,human
1455,733,1770701900.3985565,human
1456,733,1770701900.4053478,human
1457,733,1770701900.417881,human
1457,733,1770701900.4242845,human
1458,733,1770701900.4446747,human
1458,732,1770701900.4506073,human
1459,732,1770701900.4636595,human
1460,731,1770701900.4907622,human
1460,731,1770701900.5037317,human
1461,731,1770701900.5095894,human
1462,731,1770701900.52324,human
1462,730,1770701900.5294228,human
1463,730,1770701900.536431,human
1464,729,1770701900.5425773,human
1465,729,1770701900.5497804,human
1466,729,1770701900.555693,human
1467,728,1770701900.562941,human
1467,728,1770701900.569305,human
1467,728,1770701900.5756574,human
1468,728,1770701900.5825217,human
1469,728,1770701900.5898972,human
1470,727,1770701900.602341,human
1470,727,1770701900.6280415,human
1465,727,1770701901.3389914,human
1454,727,1770701901.3451045,human
1443,727,1770701901.3519607,human
1431,727,1770701901.3584008,human
1418,727,1770701901.365478,human
1404,727,1770701901.3719995,human
1389,727,1770701901.3783965,human
1376,727,1770701901.3849716,human
1361,727,1770701901.3914897,human
1348,727,1770701901.3980353,human
1331,727,1770701901.4047878,human
1316,727,1770701901.411505,human
1298,727,1770701901.417976,human
1280,729,1770701901.4242449,human
1265,729,1770701901.4311569,human
1250,728,1770701901.437595,human
1237,728,1770701901.4442961,human
1222,727,1770701901.4509625,human
1208,727,1770701901.45736,human
1193,726,1770701901.464086,human
1180,723,1770701901.4706993,human
1166,720,1770701901.477273,human
1154,718,1770701901.4838462,human
1142,715,1770701901.490607,human
1134,711,1770701901.4970312,human
1125,707,1770701901.5035686,human
1119,704,1770701901.5096161,human
1113,699,1770701901.5164633,human
1110,696,1770701901.5231063,human
1107,694,1770701901.5301738,human
1105,691,1770701901.5364597,human
1103,690,1770701901.542698,human
1103,688,1770701901.5495603,human
1103,684,1770701901.5562947,human
1101,678,1770701901.563139,human
1101,669,1770701901.5690122,human
1102,659,1770701901.5758374,human
1106,644,1770701901.582537,human
1110,625,1770701901.5891197,human
1116,609,1770701901.5955374,human
1123,591,1770701901.6021788,human
1136,574,1770701901.6085868,human
1145,558,1770701901.615561,human
1155,545,1770701901.6216798,human
1168,530,1770701901.6286278,human
1177,521,1770701901.635318,human
1190,511,1770701901.6417537,human
1204,501,1770701901.6486678,human
1216,495,1770701901.6551106,human
1229,488,1770701901.661247,human
1239,484,1770701901.6682453,human
1250,478,1770701901.6745186,human
1255,476,1770701901.6811543,human
1259,475,1770701901.6879094,human
1264,475,1770701901.6941648,human
1269,475,1770701901.7009456,human
1275,475,1770701901.7074625,human
1280,476,1770701901.7144365,human
1284,478,1770701901.720816,human
1290,482,1770701901.7276723,human
1295,487,1770701901.7341135,human
1297,494,1770701901.7405467,human
1300,501,1770701901.7472677,human
1300,511,1770701901.7537274,human
1299,524,1770701901.7600634,human
1295,544,1770701901.7667959,human
1281,576,1770701901.7733676,human
1266,614,1770701901.7799406,human
1250,647,1770701901.7864406,human
1232,677,1770701901.7924292,human
1216,703,1770701901.7994869,human
1198,725,1770701901.8062863,human
1186,742,1770701901.813136,human
1173,754,1770701901.819,human
1162,766,1770701901.8258984,human
1151,776,1770701901.8329742,human
1140,784,1770701901.8388221,human
1131,790,1770701901.8458734,human
1123,796,1770701901.8526156,human
1115,798,1770701901.8584597,human
1107,800,1770701901.8651183,human
1099,803,1770701901.8720248,human
1087,806,1770701901.8786857,human
1077,806,1770701901.8853364,human
1066,807,1770701901.8915353,human
1058,807,1770701901.8984003,human
1051,805,1770701901.904943,human
1041,804,1770701901.9116912,human
1030,800,1770701901.9180608,human
1018,795,1770701901.9245868,human
1004,786,1770701901.9311209,human
993,777,1770701901.9379067,human
980,764,1770701901.9445994,human
971,752,1770701901.9509997,human
962,739,1770701901.957729,human
955,727,1770701901.9643748,human
953,715,1770701901.9708276,human
950,700,1770701901.9769711,human
949,687,1770701901.9838853,human
949,668,1770701901.9905546,human
950,653,1770701901.9974847,human
953,636,1770701902.0033922,human
960,614,1770701902.0097663,human
971,595,1770701902.0169587,human
983,572,1770701902.0231278,human
999,556,1770701902.0300875,human
1015,542,1770701902.036637,human
1035,530,1770701902.0426438,human
1049,523,1770701902.0496857,human
1066,516,1770701902.0561833,human
1081,513,1770701902.0629325,human
1098,512,1770701902.0692723,human
1110,512,1770701902.0757577,human
1121,512,1770701902.082858,human
1129,513,1770701902.0891542,human
1133,516,1770701902.0960758,human
1139,520,1770701902.1023934,human
1143,524,1770701902.108738,human
1147,530,1770701902.1153293,human
1152,538,1770701902.1222446,human
1154,548,1770701902.1288865,human
1157,559,1770701902.135219,human
1158,570,1770701902.141433,human
1158,580,1770701902.1483548,human
